Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
2116,UP 1,38865.203,1164,0,0.0,27.0,8.2637248,100.0-1845.0,nan,FTMS + p NSI d Full ms2 447.3463@hcd27.00 [100.0000-1845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0232178,N/A,N/A,N/A,N/A,IT=80 ,9834.5811,N/A,0.0000,4,27.00,19.325,1.60,N/A,N/A,N/A,211753729.9501,76394365.5499,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11401.1,0.000,N/A,N/A,N/A
2173,UP 1,18619.234,948,0,0.0,27.0,8.4888775,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6997@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.715316,N/A,N/A,N/A,N/A,IT=80 ,4693.6694,N/A,358.6997,2,27.00,17.433,1.60,N/A,N/A,N/A,211753730.4781,76394365.9345,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9508.1,0.000,N/A,N/A,N/A
2178,UP 1,11815.938,760,0,0.0,27.0,8.5069523,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2738@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7168736,N/A,N/A,N/A,N/A,IT=80 ,5737.0015,N/A,0.0000,2,27.00,22.612,1.60,N/A,N/A,N/A,211753730.5251,76394365.9653,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9339.7,0.000,N/A,N/A,N/A
2185,UP 1,7142.3281,700,0,0.0,27.0,8.530973,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3146@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6955567,N/A,N/A,N/A,N/A,IT=80 ,3215.0903,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.8211,76394366.1866,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8278.0,0.000,N/A,N/A,N/A
2190,UP 1,13913.984,840,0,0.0,27.0,8.5471188,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7136@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.695994,N/A,N/A,N/A,N/A,IT=80 ,4105.3438,N/A,414.7136,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.6874,76394366.0898,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8757.5,0.000,N/A,N/A,N/A
2216,UP 1,16463.719,892,0,0.0,27.0,8.6482264,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7348@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6956249,N/A,N/A,N/A,N/A,IT=80 ,4070.2896,N/A,410.7348,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.5850,76394366.0112,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9124.6,0.000,N/A,N/A,N/A
2302,UP 1,19726.414,996,0,0.0,27.0,8.9907304,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6997@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7182651,N/A,N/A,N/A,N/A,IT=80 ,4655.9478,N/A,358.6997,2,27.00,17.433,1.60,N/A,N/A,N/A,211753730.8116,76394366.1762,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8837.3,0.000,N/A,N/A,N/A
2318,UP 1,13834.508,800,0,0.0,27.0,9.0513884,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7136@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7221581,N/A,N/A,N/A,N/A,IT=80 ,5124.8203,N/A,0.0000,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.3365,76394365.8314,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10540.9,0.000,N/A,N/A,N/A
2322,UP 1,21521.141,912,0,0.0,27.0,9.0636591,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1579@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7112907,N/A,N/A,N/A,N/A,IT=80 ,8773.7656,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753730.9702,76394366.2993,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8268.8,0.000,N/A,N/A,N/A
2345,UP 1,17423.906,860,0,0.0,27.0,9.1524418,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7350@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7098952,N/A,N/A,N/A,N/A,IT=80 ,6488.2627,N/A,410.7350,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.6095,76394366.0374,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9561.9,0.000,N/A,N/A,N/A
2346,UP 1,14949.039,844,0,0.0,27.0,9.1542543,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2743@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7259242,N/A,N/A,N/A,N/A,IT=80 ,3586.0247,N/A,465.2743,2,27.00,22.612,1.60,N/A,N/A,N/A,211753731.7227,76394366.8378,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,5570.7,0.000,N/A,N/A,N/A
2365,UP 1,26284.391,1148,0,0.0,27.0,9.2267434,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3152@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7063487,N/A,N/A,N/A,N/A,IT=80 ,5552.4839,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.0717,76394365.6492,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11490.4,0.000,N/A,N/A,N/A
2383,UP 1,22421.672,992,0,0.0,27.0,9.2953971,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2818@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7273263,N/A,N/A,N/A,N/A,IT=80 ,4051.4534,N/A,472.2818,2,27.00,22.953,1.60,N/A,N/A,N/A,211753731.1343,76394366.4140,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7680.4,0.000,N/A,N/A,N/A
2434,UP 1,25468.664,1104,0,0.0,27.0,9.4971104,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6996@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7163937,N/A,N/A,N/A,N/A,IT=80 ,6159.8311,N/A,358.6996,2,27.00,17.433,1.60,N/A,N/A,N/A,211753730.5152,76394365.9583,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9900.4,0.000,N/A,N/A,N/A
2435,UP 1,11787.164,800,0,0.0,27.0,9.4989229,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7761@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.718775,N/A,N/A,N/A,N/A,IT=80 ,4389.1514,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753731.4231,76394366.6222,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,6644.8,0.000,N/A,N/A,N/A
2466,UP 1,21663.93,996,0,0.0,27.0,9.6198804,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1568@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6999206,N/A,N/A,N/A,N/A,IT=80 ,6101.3965,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753731.1373,76394366.4116,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7669.5,0.000,N/A,N/A,N/A
2476,UP 1,14762.414,888,0,0.0,27.0,9.6563947,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7290356,N/A,N/A,N/A,N/A,IT=80 ,4164.6689,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.3021,76394365.8086,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10664.2,0.000,N/A,N/A,N/A
2509,UP 1,16091.281,896,0,0.0,27.0,9.7856543,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3148@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7091947,N/A,N/A,N/A,N/A,IT=80 ,5103.1299,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.9046,76394366.2410,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8504.0,0.000,N/A,N/A,N/A
2513,UP 1,16005.641,848,0,0.0,27.0,9.7979104,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2818@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7228629,N/A,N/A,N/A,N/A,IT=80 ,5649.4565,N/A,472.2818,2,27.00,22.953,1.60,N/A,N/A,N/A,211753730.1691,76394365.7086,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11141.3,0.000,N/A,N/A,N/A
2561,UP 1,25006.703,1136,0,0.0,27.0,9.9877091,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7209@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.707387,N/A,N/A,N/A,N/A,IT=80 ,5063.564,N/A,393.7209,2,27.00,19.135,1.60,N/A,N/A,N/A,211753730.5855,76394366.0149,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10229.4,0.000,N/A,N/A,N/A
2566,UP 1,12494.141,808,0,0.0,27.0,10.003886,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6997@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7182814,N/A,N/A,N/A,N/A,IT=80 ,4325.9619,N/A,0.0000,2,27.00,17.433,1.60,N/A,N/A,N/A,211753730.5010,76394365.9497,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10532.4,0.000,N/A,N/A,N/A
2569,UP 1,25288.688,1004,0,0.0,27.0,10.012059,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2739@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6974606,N/A,N/A,N/A,N/A,IT=80 ,4236.5508,N/A,465.2739,2,27.00,22.612,1.60,N/A,N/A,N/A,211753730.9006,76394366.2361,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9099.6,0.000,N/A,N/A,N/A
2577,UP 1,10659.617,756,0,0.0,27.0,10.040413,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7761@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7192916,N/A,N/A,N/A,N/A,IT=80 ,4696.6133,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.0744,76394365.6467,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,12061.9,0.000,N/A,N/A,N/A
2609,UP 1,16310.141,944,0,0.0,27.0,10.165668,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7354@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7039648,N/A,N/A,N/A,N/A,IT=80 ,4314.3486,N/A,410.7354,2,27.00,19.962,1.60,N/A,N/A,N/A,211753731.1589,76394366.4402,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8173.5,0.000,N/A,N/A,N/A
2620,UP 1,23598.695,1052,0,0.0,27.0,10.205912,100.0-860.0,nan,FTMS + p NSI d Full ms2 412.2548@hcd27.00 [100.0000-860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7082799,N/A,N/A,N/A,N/A,IT=80 ,4358.3945,N/A,0.0000,2,27.00,20.036,1.60,N/A,N/A,N/A,211753729.8513,76394365.4865,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,12862.0,0.000,N/A,N/A,N/A
2625,UP 1,17911.273,856,0,0.0,27.0,10.222053,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1570@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7182375,N/A,N/A,N/A,N/A,IT=80 ,6909.6294,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753730.9432,76394366.2653,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8946.9,0.000,N/A,N/A,N/A
2646,UP 1,25960.461,1096,0,0.0,27.0,10.302851,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2818@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7018509,N/A,N/A,N/A,N/A,IT=80 ,5853.0708,N/A,472.2818,2,27.00,22.953,1.60,N/A,N/A,N/A,211753730.6185,76394366.0337,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10111.2,0.000,N/A,N/A,N/A
2647,UP 1,25254.68,1144,0,0.0,27.0,10.304932,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3153@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.699463,N/A,N/A,N/A,N/A,IT=80 ,3075.1091,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.4049,76394365.8873,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10876.9,0.000,N/A,N/A,N/A
2653,UP 1,19358.695,964,0,0.0,27.0,10.324942,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2027@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,287.0071287,N/A,N/A,N/A,N/A,IT=80 ,3823.9814,N/A,373.2035,2,27.00,18.138,1.60,N/A,N/A,N/A,211753731.4130,76394366.6186,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7262.3,0.000,N/A,N/A,N/A
2695,UP 1,18353.367,956,0,0.0,27.0,10.490677,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7209@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7206342,N/A,N/A,N/A,N/A,IT=80 ,4846.5645,N/A,393.7208,2,27.00,19.135,1.60,N/A,N/A,N/A,211753730.3673,76394365.8529,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11011.8,0.000,N/A,N/A,N/A
2701,UP 1,19837.031,988,0,0.0,27.0,10.511054,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6996@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7241284,N/A,N/A,N/A,N/A,IT=80 ,4086.5471,N/A,358.6996,2,27.00,17.433,1.60,N/A,N/A,N/A,211753730.6190,76394366.0408,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10109.5,0.000,N/A,N/A,N/A
2720,UP 1,22039.75,912,0,0.0,27.0,10.583663,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2739@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7140785,N/A,N/A,N/A,N/A,IT=80 ,6159.9331,N/A,465.2739,2,27.00,22.612,1.60,N/A,N/A,N/A,211753731.2003,76394366.4586,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8025.1,0.000,N/A,N/A,N/A
2739,UP 1,21385.023,996,0,0.0,27.0,10.656207,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7761@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7128779,N/A,N/A,N/A,N/A,IT=80 ,5384.9224,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.8101,76394366.1791,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9424.2,0.000,N/A,N/A,N/A
2761,UP 1,15376.688,900,0,0.0,27.0,10.74109,100.0-785.0,nan,FTMS + p NSI d Full ms2 375.6812@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7170793,N/A,N/A,N/A,N/A,IT=80 ,4134.6733,N/A,0.0000,2,27.00,18.258,1.60,N/A,N/A,N/A,211753730.8405,76394366.1970,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9315.2,0.000,N/A,N/A,N/A
2770,UP 1,15527.328,812,0,0.0,27.0,10.77371,100.0-995.0,nan,FTMS + p NSI d Full ms2 478.7112@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7223403,N/A,N/A,N/A,N/A,IT=80 ,6343.0562,N/A,0.0000,2,27.00,23.265,1.60,N/A,N/A,N/A,211753731.3542,76394366.5731,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7473.0,0.000,N/A,N/A,N/A
2779,UP 1,20360.535,992,0,0.0,27.0,10.806056,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2817@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7197012,N/A,N/A,N/A,N/A,IT=80 ,4376.6787,N/A,472.2817,2,27.00,22.953,1.60,N/A,N/A,N/A,211753731.4841,76394366.6581,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7689.8,0.000,N/A,N/A,N/A
2786,UP 1,19266.805,988,0,0.0,27.0,10.830237,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3150@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7261144,N/A,N/A,N/A,N/A,IT=80 ,3921.5886,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.8447,76394366.1985,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9982.7,0.000,N/A,N/A,N/A
2787,UP 1,22101.312,996,0,0.0,27.0,10.832341,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1570@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7085947,N/A,N/A,N/A,N/A,IT=80 ,6124.6812,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753731.3356,76394366.5594,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8222.5,0.000,N/A,N/A,N/A
2790,UP 1,14717.547,892,0,0.0,27.0,10.842218,100.0-840.0,nan,FTMS + p NSI d Full ms2 403.2293@hcd27.00 [100.0000-840.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7056426,N/A,N/A,N/A,N/A,IT=80 ,3280.5725,N/A,0.0000,2,27.00,19.597,1.60,N/A,N/A,N/A,211753731.5271,76394366.6944,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7535.8,0.000,N/A,N/A,N/A
2814,UP 1,22491.035,1000,0,0.0,27.0,10.934701,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2901@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7260002,N/A,N/A,N/A,N/A,IT=80 ,6215.9702,N/A,479.2901,2,27.00,23.293,1.60,N/A,N/A,N/A,211753731.4676,76394366.6486,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7749.1,0.000,N/A,N/A,N/A
2828,UP 1,13935.609,844,0,0.0,27.0,10.98714,100.0-910.0,nan,FTMS + p NSI d Full ms2 436.6742@hcd27.00 [100.0000-910.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7000463,N/A,N/A,N/A,N/A,IT=80 ,4988.4219,N/A,436.6742,2,27.00,21.222,1.60,N/A,N/A,N/A,211753731.1829,76394366.4454,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8769.8,0.000,N/A,N/A,N/A
2831,UP 1,15743.207,892,0,0.0,27.0,10.9953,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7211@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6950817,N/A,N/A,N/A,N/A,IT=80 ,4228.8145,N/A,393.7211,2,27.00,19.135,1.60,N/A,N/A,N/A,211753731.9824,76394367.0320,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,5903.1,0.000,N/A,N/A,N/A
2837,UP 1,20772.992,1000,0,0.0,27.0,11.015454,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6996@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7143631,N/A,N/A,N/A,N/A,IT=80 ,3989.8271,N/A,358.6996,2,27.00,17.433,1.60,N/A,N/A,N/A,211753731.4778,76394366.6523,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7712.5,0.000,N/A,N/A,N/A
2840,UP 1,14143.508,852,0,0.0,27.0,11.023588,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1636@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7135271,N/A,N/A,N/A,N/A,IT=80 ,4250.4009,N/A,0.0000,2,27.00,17.650,1.60,N/A,N/A,N/A,211753731.2338,76394366.4880,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8587.5,0.000,N/A,N/A,N/A
2843,UP 1,18403.555,948,0,0.0,27.0,11.031727,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2325@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.72854,N/A,N/A,N/A,N/A,IT=80 ,5171.6479,N/A,0.0000,2,27.00,23.679,1.60,N/A,N/A,N/A,211753731.3841,76394366.5977,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8048.4,0.000,N/A,N/A,N/A
2846,UP 1,20095.141,1036,0,0.0,27.0,11.039842,100.0-860.0,nan,FTMS + p NSI d Full ms2 411.6860@hcd27.00 [100.0000-860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6889347,N/A,N/A,N/A,N/A,IT=80 ,3214.7185,N/A,411.6860,2,27.00,20.008,1.60,N/A,N/A,N/A,211753730.9565,76394366.2805,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9581.6,0.000,N/A,N/A,N/A
2847,UP 1,14681.914,852,0,0.0,27.0,11.041923,100.0-890.0,nan,FTMS + p NSI d Full ms2 425.7015@hcd27.00 [100.0000-890.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7239045,N/A,N/A,N/A,N/A,IT=80 ,4816.7285,N/A,425.7015,2,27.00,20.689,1.60,N/A,N/A,N/A,211753731.4918,76394366.6747,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7662.3,0.000,N/A,N/A,N/A
2859,UP 1,32052.672,1208,0,0.0,27.0,11.085802,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2739@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7168911,N/A,N/A,N/A,N/A,IT=80 ,6124.5801,N/A,465.2739,2,27.00,22.612,1.60,N/A,N/A,N/A,211753730.4105,76394365.8893,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11539.3,0.000,N/A,N/A,N/A
2864,UP 1,876544.19,3532,0,0.0,27.0,11.102979,100.0-925.0,nan,FTMS + p NSI d Full ms2 443.7705@hcd27.00 [100.0000-925.0000],On,1,36.034,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022556,N/A,N/A,N/A,N/A,IT=36 ,159095.23,N/A,443.7705,2,27.00,21.567,1.60,N/A,N/A,N/A,211753716.3407,76394355.7370,N/A,N/A,-2.61,-0.08,-0.04,-0.01,0,N/A,61988.2,0.000,N/A,N/A,N/A
2865,UP 1,6395171.5,15548,0,0.0,27.0,11.104791,100.0-1865.0,nan,FTMS + p NSI d Full ms2 452.2075@hcd27.00 [100.0000-1865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022792,N/A,N/A,N/A,N/A,IT=80 ,711997.0,N/A,451.9570,4,27.00,19.535,1.60,N/A,N/A,N/A,211753595.5899,76394268.6121,N/A,N/A,-2.61,-0.08,-0.33,-0.01,0,N/A,494954.4,0.003,N/A,N/A,N/A
2866,UP 1,5682252.0,17396,0,0.0,27.0,11.106604,100.0-795.0,nan,FTMS + p NSI d Full ms2 380.6942@hcd27.00 [100.0000-795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1284599,N/A,N/A,N/A,N/A,IT=80 ,1125666.6,N/A,380.6942,2,27.00,18.502,1.60,N/A,N/A,N/A,211753607.8996,76394277.4983,N/A,N/A,-2.61,-0.08,-0.30,-0.01,0,N/A,450816.6,-0.020,N/A,N/A,N/A
