Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
15538,Ref 1,700013.81,5496,0,0.0,27.0,36.490072,100.0-1665.0,nan,FTMS + p NSI d Full ms2 537.9719@hcd27.00 [100.0000-1665.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1283144,N/A,N/A,N/A,N/A,IT=80 ,44795.938,N/A,537.6379,3,27.00,24.693,1.60,N/A,N/A,N/A,211753922.1176,70201663.0043,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,75714.5,0.000,N/A,N/A,N/A
15539,Ref 1,445904.84,4548,0,0.0,27.0,36.491907,100.0-2210.0,nan,FTMS + p NSI d Full ms2 716.0549@hcd27.00 [100.0000-2210.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,244.1655143,N/A,N/A,N/A,N/A,IT=80 ,36039.246,N/A,715.7210,3,27.00,32.867,1.60,N/A,N/A,N/A,211753929.0691,70201667.6182,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,46588.6,0.000,N/A,N/A,N/A
15540,Ref 1,371525.91,3324,0,0.0,27.0,36.493736,100.0-1280.0,nan,FTMS + p NSI d Full ms2 618.8641@hcd27.00 [100.0000-1280.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1492459,N/A,N/A,N/A,N/A,IT=80 ,51261.543,N/A,618.8641,2,27.00,30.077,1.60,N/A,N/A,N/A,211753930.2434,70201668.3924,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,41668.1,0.000,N/A,N/A,N/A
15541,Ref 1,290240.19,3780,0,0.0,27.0,36.495586,100.0-1435.0,nan,FTMS + p NSI d Full ms2 693.3350@hcd27.00 [100.0000-1435.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,715.3080676,N/A,N/A,N/A,N/A,IT=80 ,16046.824,N/A,693.3350,2,27.00,33.696,1.60,N/A,N/A,N/A,211753931.9688,70201669.5365,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,34438.9,0.000,N/A,N/A,N/A
15542,Ref 1,242774.19,2808,0,0.0,27.0,36.497432,100.0-1465.0,nan,FTMS + p NSI d Full ms2 708.3193@hcd27.00 [100.0000-1465.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809482,N/A,N/A,N/A,N/A,IT=80 ,54774.785,N/A,708.3193,2,27.00,34.424,1.60,N/A,N/A,N/A,211753932.6587,70201669.9837,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,31548.5,0.000,N/A,N/A,N/A
15543,Ref 1,58914.469,1416,0,0.0,27.0,36.499278,100.0-1710.0,nan,FTMS + p NSI d Full ms2 829.9299@hcd27.00 [100.0000-1710.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,216.0982537,N/A,N/A,N/A,N/A,IT=80 ,8299.415,N/A,829.9299,2,27.00,40.335,1.60,N/A,N/A,N/A,211753936.6811,70201672.6591,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,14695.0,0.000,N/A,N/A,N/A
15544,Ref 1,96837.5,1880,0,0.0,27.0,36.501107,100.0-1785.0,nan,FTMS + p NSI d Full ms2 576.6657@hcd27.00 [100.0000-1785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1023739,N/A,N/A,N/A,N/A,IT=80 ,9750.4482,N/A,576.6657,3,27.00,26.469,1.60,N/A,N/A,N/A,211753936.2685,70201672.3837,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,16423.8,0.000,N/A,N/A,N/A
15546,Ref 1,136307.53,2196,0,0.0,27.0,36.504811,100.0-2255.0,nan,FTMS + p NSI d Full ms2 730.3288@hcd27.00 [100.0000-2255.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.075571,N/A,N/A,N/A,N/A,IT=80 ,27200.096,N/A,729.9948,3,27.00,33.522,1.60,N/A,N/A,N/A,211753935.9144,70201672.1484,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,17907.6,0.000,N/A,N/A,N/A
15547,Ref 1,196308.12,2364,0,0.0,27.0,36.506678,100.0-1975.0,nan,FTMS + p NSI d Full ms2 958.4700@hcd27.00 [100.0000-1975.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,243.1336957,N/A,N/A,N/A,N/A,IT=80 ,32468.225,N/A,0.0000,2,27.00,46.582,1.60,N/A,N/A,N/A,211753935.1228,70201671.6293,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21224.1,0.000,N/A,N/A,N/A
15548,Ref 1,1341787.8,3716,0,0.0,27.0,36.507768,100.0-1625.0,nan,FTMS + p NSI d Full ms2 788.3965@hcd27.00 [100.0000-1625.0000],On,1,34.686,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1803434,N/A,N/A,N/A,N/A,IT=35 ,212771.25,N/A,788.3965,2,27.00,38.316,1.60,N/A,N/A,N/A,211753925.0728,70201664.9688,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,63332.4,0.000,N/A,N/A,N/A
15549,Ref 1,690292.12,4912,0,0.0,27.0,36.509597,100.0-1080.0,nan,FTMS + p NSI d Full ms2 520.2701@hcd27.00 [100.0000-1080.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,127.0866522,N/A,N/A,N/A,N/A,IT=80 ,104725.38,N/A,520.2701,2,27.00,25.285,1.60,N/A,N/A,N/A,211753921.2794,70201662.4455,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,79226.1,0.000,N/A,N/A,N/A
15550,Ref 1,695889.12,5016,0,0.0,27.0,36.511449,100.0-1430.0,nan,FTMS + p NSI d Full ms2 691.8962@hcd27.00 [100.0000-1430.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,856.4704224,N/A,N/A,N/A,N/A,IT=80 ,67849.031,N/A,691.8963,2,27.00,33.626,1.60,N/A,N/A,N/A,211753923.7544,70201664.0948,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,68856.5,0.000,N/A,N/A,N/A
15551,Ref 1,235227.44,2972,0,0.0,27.0,36.513278,100.0-1870.0,nan,FTMS + p NSI d Full ms2 604.9963@hcd27.00 [100.0000-1870.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,215.1387491,N/A,N/A,N/A,N/A,IT=80 ,30910.504,N/A,604.9963,3,27.00,27.769,1.60,N/A,N/A,N/A,211753932.4974,70201669.8851,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,32224.3,0.000,N/A,N/A,N/A
15552,Ref 1,196170.28,2484,0,0.0,27.0,36.515088,100.0-880.0,nan,FTMS + p NSI d Full ms2 420.7689@hcd27.00 [100.0000-880.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1492125,N/A,N/A,N/A,N/A,IT=80 ,35406.953,N/A,420.7689,2,27.00,20.449,1.60,N/A,N/A,N/A,211753933.5059,70201670.5628,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,27998.7,0.000,N/A,N/A,N/A
15553,Ref 1,309328.12,2712,0,0.0,27.0,36.516917,100.0-1170.0,nan,FTMS + p NSI d Full ms2 563.7931@hcd27.00 [100.0000-1170.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809448,N/A,N/A,N/A,N/A,IT=80 ,77829.438,N/A,563.7931,2,27.00,27.400,1.60,N/A,N/A,N/A,211753930.7964,70201668.7560,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,39351.2,0.000,N/A,N/A,N/A
15554,Ref 1,111810.48,1808,0,0.0,27.0,36.518763,100.0-1705.0,nan,FTMS + p NSI d Full ms2 825.8909@hcd27.00 [100.0000-1705.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,360.1387177,N/A,N/A,N/A,N/A,IT=80 ,15242.765,N/A,825.8908,2,27.00,40.138,1.60,N/A,N/A,N/A,211753936.5040,70201672.5345,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,15437.2,0.000,N/A,N/A,N/A
15555,Ref 1,139116.22,2096,0,0.0,27.0,36.520592,100.0-1260.0,nan,FTMS + p NSI d Full ms2 607.8067@hcd27.00 [100.0000-1260.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0755458,N/A,N/A,N/A,N/A,IT=80 ,41175.715,N/A,607.8067,2,27.00,29.539,1.60,N/A,N/A,N/A,211753936.0691,70201672.2482,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,17259.5,0.000,N/A,N/A,N/A
15557,Ref 1,833146.62,4824,0,0.0,27.0,36.524324,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.2712@hcd27.00 [100.0000-865.0000],On,1,79.751,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,601.3668005,N/A,N/A,N/A,N/A,IT=80 ,85788.984,N/A,414.2712,2,27.00,20.134,1.60,N/A,N/A,N/A,211753918.7258,70201660.7529,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,89925.7,0.000,N/A,N/A,N/A
15558,Ref 1,232893.81,3092,0,0.0,27.0,36.526159,100.0-2075.0,nan,FTMS + p NSI d Full ms2 671.6823@hcd27.00 [100.0000-2075.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808556,N/A,N/A,N/A,N/A,IT=80 ,33494.68,N/A,671.6823,3,27.00,30.830,1.60,N/A,N/A,N/A,211753933.3719,70201670.4629,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,28560.5,0.000,N/A,N/A,N/A
15559,Ref 1,395349.75,4000,0,0.0,27.0,36.52799,100.0-1220.0,nan,FTMS + p NSI d Full ms2 588.7992@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,131.0813739,N/A,N/A,N/A,N/A,IT=80 ,62531.277,N/A,588.7992,2,27.00,28.616,1.60,N/A,N/A,N/A,211753929.8949,70201668.1590,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,43128.3,0.000,N/A,N/A,N/A
15560,Ref 1,241568.56,2520,0,0.0,27.0,36.529842,100.0-1540.0,nan,FTMS + p NSI d Full ms2 745.9205@hcd27.00 [100.0000-1540.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,839.4742354,N/A,N/A,N/A,N/A,IT=80 ,34245.711,N/A,745.9206,2,27.00,36.252,1.60,N/A,N/A,N/A,211753933.8012,70201670.7578,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,26761.5,0.000,N/A,N/A,N/A
15561,Ref 1,102398.76,1744,0,0.0,27.0,36.531688,100.0-1600.0,nan,FTMS + p NSI d Full ms2 775.3783@hcd27.00 [100.0000-1600.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,778.3863103,N/A,N/A,N/A,N/A,IT=80 ,13727.607,N/A,775.3783,2,27.00,37.683,1.60,N/A,N/A,N/A,211753936.0274,70201672.2205,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,17434.0,0.000,N/A,N/A,N/A
15562,Ref 1,137511.86,2032,0,0.0,27.0,36.533534,100.0-1660.0,nan,FTMS + p NSI d Full ms2 803.4011@hcd27.00 [100.0000-1660.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,315.111801,N/A,N/A,N/A,N/A,IT=80 ,21318.865,N/A,803.4011,2,27.00,39.045,1.60,N/A,N/A,N/A,211753935.6970,70201672.0104,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,18818.2,0.000,N/A,N/A,N/A
15563,Ref 1,186761.53,2336,0,0.0,27.0,36.535395,100.0-1520.0,nan,FTMS + p NSI d Full ms2 735.8772@hcd27.00 [100.0000-1520.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810227,N/A,N/A,N/A,N/A,IT=80 ,22432.43,N/A,735.3762,2,27.00,35.764,1.60,N/A,N/A,N/A,211753934.2776,70201671.0613,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,24765.6,0.000,N/A,N/A,N/A
15564,Ref 1,106401.8,2024,0,0.0,27.0,36.537224,100.0-1980.0,nan,FTMS + p NSI d Full ms2 640.9761@hcd27.00 [100.0000-1980.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808031,N/A,N/A,N/A,N/A,IT=80 ,10474.597,N/A,640.6421,3,27.00,29.421,1.60,N/A,N/A,N/A,211753936.6537,70201672.6431,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,14810.1,0.000,N/A,N/A,N/A
15565,Ref 1,85965.008,1448,0,0.0,27.0,36.539069,100.0-1750.0,nan,FTMS + p NSI d Full ms2 849.4459@hcd27.00 [100.0000-1750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5694071,N/A,N/A,N/A,N/A,IT=80 ,12389.85,N/A,849.4459,2,27.00,41.283,1.60,N/A,N/A,N/A,211753936.5845,70201672.5924,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,15100.0,0.000,N/A,N/A,N/A
15566,Ref 1,233772.69,2604,0,0.0,27.0,36.540913,100.0-1760.0,nan,FTMS + p NSI d Full ms2 853.4354@hcd27.00 [100.0000-1760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,247.1437236,N/A,N/A,N/A,N/A,IT=80 ,39584.773,N/A,853.4353,2,27.00,41.477,1.60,N/A,N/A,N/A,211753934.0843,70201670.9383,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25575.4,0.000,N/A,N/A,N/A
15568,Ref 1,2222768.5,5712,0,0.0,27.0,36.544626,100.0-1145.0,nan,FTMS + p NSI d Full ms2 551.2592@hcd27.00 [100.0000-1145.0000],On,1,32.603,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,217.0816868,N/A,N/A,N/A,N/A,IT=33 ,287624.53,N/A,551.2592,2,27.00,26.791,1.60,N/A,N/A,N/A,211753917.9702,70201660.2527,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,93091.6,0.000,N/A,N/A,N/A
15569,Ref 1,529098.19,3872,0,0.0,27.0,36.546438,100.0-985.0,nan,FTMS + p NSI d Full ms2 473.2800@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808868,N/A,N/A,N/A,N/A,IT=80 ,103125.6,N/A,473.2800,2,27.00,23.001,1.60,N/A,N/A,N/A,211753925.7554,70201665.4100,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,60472.5,0.000,N/A,N/A,N/A
15570,Ref 1,797368.69,3388,0,0.0,27.0,36.547905,100.0-900.0,nan,FTMS + p NSI d Full ms2 432.7544@hcd27.00 [100.0000-900.0000],On,1,59.401,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,169.1333857,N/A,N/A,N/A,N/A,IT=59 ,164522.27,N/A,432.7544,2,27.00,21.032,1.60,N/A,N/A,N/A,211753923.7378,70201664.0754,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,68926.1,0.000,N/A,N/A,N/A
15571,Ref 1,790281.56,3664,0,0.0,27.0,36.549757,100.0-1500.0,nan,FTMS + p NSI d Full ms2 725.4073@hcd27.00 [100.0000-1500.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808749,N/A,N/A,N/A,N/A,IT=80 ,71099.852,N/A,725.4073,2,27.00,35.255,1.60,N/A,N/A,N/A,211753921.6140,70201662.6674,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,77824.2,0.000,N/A,N/A,N/A
15572,Ref 1,447221.59,3716,0,0.0,27.0,36.551586,100.0-1240.0,nan,FTMS + p NSI d Full ms2 597.2971@hcd27.00 [100.0000-1240.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809256,N/A,N/A,N/A,N/A,IT=80 ,46099.926,N/A,597.2971,2,27.00,29.029,1.60,N/A,N/A,N/A,211753928.2567,70201667.0715,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,49992.2,0.000,N/A,N/A,N/A
15573,Ref 1,480222.69,3644,0,0.0,27.0,36.553415,100.0-1720.0,nan,FTMS + p NSI d Full ms2 556.2801@hcd27.00 [100.0000-1720.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756652,N/A,N/A,N/A,N/A,IT=80 ,138629.58,N/A,555.9461,3,27.00,25.533,1.60,N/A,N/A,N/A,211753927.4929,70201666.5721,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,53192.5,0.000,N/A,N/A,N/A
15574,Ref 1,159834.53,2332,0,0.0,27.0,36.555278,100.0-1980.0,nan,FTMS + p NSI d Full ms2 960.5087@hcd27.00 [100.0000-1980.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,799.4690235,N/A,N/A,N/A,N/A,IT=80 ,15386.857,N/A,960.5087,2,27.00,46.681,1.60,N/A,N/A,N/A,211753935.4002,70201671.8149,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,20061.8,0.000,N/A,N/A,N/A
15575,Ref 1,354125.38,3028,0,0.0,27.0,36.557121,100.0-1620.0,nan,FTMS + p NSI d Full ms2 783.8963@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,906.4299133,N/A,N/A,N/A,N/A,IT=80 ,32599.949,N/A,783.8963,2,27.00,38.097,1.60,N/A,N/A,N/A,211753930.6344,70201668.6434,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,40029.8,0.000,N/A,N/A,N/A
15576,Ref 1,161663.66,2052,0,0.0,27.0,36.558967,100.0-1690.0,nan,FTMS + p NSI d Full ms2 819.9089@hcd27.00 [100.0000-1690.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1282977,N/A,N/A,N/A,N/A,IT=80 ,32380.949,N/A,819.9089,2,27.00,39.848,1.60,N/A,N/A,N/A,211753934.7142,70201671.3517,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,22936.2,0.000,N/A,N/A,N/A
15577,Ref 1,163594.11,2412,0,0.0,27.0,36.560796,100.0-1305.0,nan,FTMS + p NSI d Full ms2 629.8187@hcd27.00 [100.0000-1305.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,201.1234156,N/A,N/A,N/A,N/A,IT=80 ,29778.053,N/A,629.8187,2,27.00,30.609,1.60,N/A,N/A,N/A,211753935.0420,70201671.5713,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21562.9,0.000,N/A,N/A,N/A
15579,Ref 1,1215247.9,4852,0,0.0,27.0,36.564551,100.0-1395.0,nan,FTMS + p NSI d Full ms2 674.3495@hcd27.00 [100.0000-1395.0000],On,1,56.935,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1284327,N/A,N/A,N/A,N/A,IT=57 ,260321.56,N/A,674.3495,2,27.00,32.773,1.60,N/A,N/A,N/A,211753919.4886,70201661.2623,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,86729.7,0.000,N/A,N/A,N/A
15580,Ref 1,203384.81,2248,0,0.0,27.0,36.566396,100.0-1450.0,nan,FTMS + p NSI d Full ms2 700.8522@hcd27.00 [100.0000-1450.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809258,N/A,N/A,N/A,N/A,IT=80 ,81779.523,N/A,700.8522,2,27.00,34.061,1.60,N/A,N/A,N/A,211753933.7923,70201670.7409,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,26798.8,0.000,N/A,N/A,N/A
15581,Ref 1,541863.5,4508,0,0.0,27.0,36.568242,100.0-1465.0,nan,FTMS + p NSI d Full ms2 709.8679@hcd27.00 [100.0000-1465.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,274.1180026,N/A,N/A,N/A,N/A,IT=80 ,39603.305,N/A,709.8679,2,27.00,34.500,1.60,N/A,N/A,N/A,211753927.1273,70201666.3260,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,54724.2,0.000,N/A,N/A,N/A
15582,Ref 1,574680.0,2992,0,0.0,27.0,36.570057,100.0-860.0,nan,FTMS + p NSI d Full ms2 413.2347@hcd27.00 [100.0000-860.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809123,N/A,N/A,N/A,N/A,IT=80 ,230304.84,N/A,413.2347,2,27.00,20.083,1.60,N/A,N/A,N/A,211753924.7113,70201664.7171,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,64847.1,0.000,N/A,N/A,N/A
15583,Ref 1,215337.08,3288,0,0.0,27.0,36.57189,100.0-2200.0,nan,FTMS + p NSI d Full ms2 712.7061@hcd27.00 [100.0000-2200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.2039351,N/A,N/A,N/A,N/A,IT=80 ,14252.492,N/A,712.3721,3,27.00,32.713,1.60,N/A,N/A,N/A,211753934.3683,70201671.1296,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,24385.3,0.000,N/A,N/A,N/A
15584,Ref 1,348298.69,4180,0,0.0,27.0,36.573719,100.0-1830.0,nan,FTMS + p NSI d Full ms2 590.9965@hcd27.00 [100.0000-1830.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,471.2924001,N/A,N/A,N/A,N/A,IT=80 ,32529.73,N/A,590.6629,3,27.00,27.127,1.60,N/A,N/A,N/A,211753930.4302,70201668.5237,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,40885.4,0.000,N/A,N/A,N/A
15585,Ref 1,168680.66,2412,0,0.0,27.0,36.575532,100.0-1500.0,nan,FTMS + p NSI d Full ms2 483.9407@hcd27.00 [100.0000-1500.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080828,N/A,N/A,N/A,N/A,IT=80 ,37284.199,N/A,483.9407,3,27.00,22.213,1.60,N/A,N/A,N/A,211753934.0241,70201670.8941,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25827.6,0.000,N/A,N/A,N/A
15586,Ref 1,113013.0,1892,0,0.0,27.0,36.577388,100.0-1650.0,nan,FTMS + p NSI d Full ms2 798.9378@hcd27.00 [100.0000-1650.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,444.2818388,N/A,N/A,N/A,N/A,IT=80 ,20526.191,N/A,798.4368,2,27.00,38.828,1.60,N/A,N/A,N/A,211753935.6004,70201671.9472,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,19223.3,0.000,N/A,N/A,N/A
15587,Ref 1,128867.09,2132,0,0.0,27.0,36.579232,100.0-1520.0,nan,FTMS + p NSI d Full ms2 735.3278@hcd27.00 [100.0000-1520.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080671,N/A,N/A,N/A,N/A,IT=80 ,12751.161,N/A,735.3278,2,27.00,35.737,1.60,N/A,N/A,N/A,211753936.2996,70201672.4113,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,16293.6,0.000,N/A,N/A,N/A
15588,Ref 1,199217.19,2084,0,0.0,27.0,36.581061,100.0-1340.0,nan,FTMS + p NSI d Full ms2 648.3441@hcd27.00 [100.0000-1340.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,237.1232657,N/A,N/A,N/A,N/A,IT=80 ,42373.793,N/A,648.3440,2,27.00,31.510,1.60,N/A,N/A,N/A,211753934.0504,70201670.9166,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25717.6,0.000,N/A,N/A,N/A
15590,Ref 1,661673.62,4188,0,0.0,27.0,36.584775,100.0-1290.0,nan,FTMS + p NSI d Full ms2 621.8207@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,616.3047522,N/A,N/A,N/A,N/A,IT=80 ,89646.016,N/A,621.8207,2,27.00,30.220,1.60,N/A,N/A,N/A,211753924.2164,70201664.3970,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,66920.7,0.000,N/A,N/A,N/A
15591,Ref 1,279592.09,3428,0,0.0,27.0,36.586604,100.0-990.0,nan,FTMS + p NSI d Full ms2 476.8132@hcd27.00 [100.0000-990.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808943,N/A,N/A,N/A,N/A,IT=80 ,34540.512,N/A,476.8132,2,27.00,23.173,1.60,N/A,N/A,N/A,211753931.8077,70201669.4346,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,35114.1,0.000,N/A,N/A,N/A
15592,Ref 1,903006.69,4516,0,0.0,27.0,36.588434,100.0-1165.0,nan,FTMS + p NSI d Full ms2 561.7936@hcd27.00 [100.0000-1165.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756375,N/A,N/A,N/A,N/A,IT=80 ,196389.72,N/A,561.7936,2,27.00,27.303,1.60,N/A,N/A,N/A,211753918.2178,70201660.4215,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,92054.0,0.000,N/A,N/A,N/A
15593,Ref 1,265220.66,3112,0,0.0,27.0,36.590267,100.0-2125.0,nan,FTMS + p NSI d Full ms2 687.3467@hcd27.00 [100.0000-2125.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,200.102683,N/A,N/A,N/A,N/A,IT=80 ,38522.016,N/A,687.0127,3,27.00,31.549,1.60,N/A,N/A,N/A,211753932.9143,70201670.1586,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,30477.6,0.000,N/A,N/A,N/A
